0,2241641115,Fri Jun 19 11:11:53 PDT 2009,NO_QUERY,annasaccone,"@kelanjo19 no i'm not!  are you?  i kind of wish i was going now, lots of people i'd love to meet up with are!  you're doing so great with",0,0
0,2323622059,Thu Jun 25 01:04:41 PDT 2009,NO_QUERY,mitchydoo,There's no rain naman e.  Birthday pa naman ni Dr. Reyes ngayon. :-j,0,0
0,2258961576,Sat Jun 20 16:47:13 PDT 2009,NO_QUERY,suckvitta,@ro_ultraviolet I hope thw do it ,0,0
0,2300738262,Tue Jun 23 14:31:47 PDT 2009,NO_QUERY,thegiraffehouse,At summa camp . . . bottom bunk ,0,0
0,2259898498,Sat Jun 20 18:20:33 PDT 2009,NO_QUERY,Kidsta,i wish i was at B- day bash ,0,0
4,1955874012,Thu May 28 20:46:26 PDT 2009,NO_QUERY,Lyles_21,@JammyRabbins lol! You just made my night! Best change of name ever ,4,1
0,2249584166,Fri Jun 19 22:36:45 PDT 2009,NO_QUERY,thomas_typo3,@majornelson Oh man. It's so ridiciolous that we don't have Ghostbusters on Xbox here in Europe. ,0,0
0,1835556047,Mon May 18 06:15:25 PDT 2009,NO_QUERY,KatsVoice,asks for prayers for her mother in-law with flu. She had a downturn this morning &amp; &quot;Life Flighted&quot; to a bigger hospital. ,0,0
0,1997206685,Mon Jun 01 16:26:35 PDT 2009,NO_QUERY,RMTong,I can't wait until we are done moving. Frank gave me his cold...having a cold and moving at the same time is not fun ,0,0
0,2201620107,Tue Jun 16 20:31:59 PDT 2009,NO_QUERY,luvjazz,@Rurik4464 I really don't want to give up Qik and Cycorder... ,0,0
4,2052684450,Sat Jun 06 01:37:23 PDT 2009,NO_QUERY,manchic,back from clubbing! ,4,1
0,2177917303,Mon Jun 15 06:54:49 PDT 2009,NO_QUERY,HeathCastor,@CaribbeanKing sadly htere ins't a studio mix for &quot;Step Back In Time&quot;... I wish I could make one but its too difficult ,0,0
0,2039999051,Thu Jun 04 23:21:29 PDT 2009,NO_QUERY,BethanyWood,@BecAnneTaylor HEY!! I didn't take one to try!? ,0,0
4,1827439262,Sun May 17 10:42:46 PDT 2009,NO_QUERY,inkinydinkynora,"@ElkaBr thats him, we went to a shop and he sat in a massarging chair, and put the silly hat on!!! hes 14,gud kid, ",4,1
4,2059930561,Sat Jun 06 17:55:31 PDT 2009,NO_QUERY,brandondelallo,"Then you are hired, come by nightly, 3x/night to help him &amp; us sleep! ",4,1
0,2327505524,Thu Jun 25 08:25:59 PDT 2009,NO_QUERY,claudlim,It's  11:25  PM ! Wohoooo.  I din't  get me 11:11 Wish   dayuum.,0,0
4,1988979743,Sun May 31 23:57:54 PDT 2009,NO_QUERY,sweetkisses277,@scodal Oh yeah ,4,1
0,1469610241,Tue Apr 07 06:53:52 PDT 2009,NO_QUERY,Mandapolitan,Why did I go to bed so late last night?! Uuughhhh.... F my life. I'm off to work ,0,0
4,1792719528,Thu May 14 00:01:11 PDT 2009,NO_QUERY,niceneer079,will pray all day.  http://plurk.com/p/tp7m3,4,1
4,1971890023,Sat May 30 08:07:00 PDT 2009,NO_QUERY,avalanchelynn,@jacielpang cheap n good right ,4,1
0,2053212708,Sat Jun 06 03:43:01 PDT 2009,NO_QUERY,MaryamAlNuaimi,"Hi, Does any one know how to download montages from One True Media for free? Pleaaaaaaaaaaaaaaaaase Help ",0,0
0,2267151557,Sun Jun 21 09:42:32 PDT 2009,NO_QUERY,chelseavika,i'm not gonna lie.... i was hoping it would rain so my family couldn't have a bbq without me ,0,0
0,2295521171,Tue Jun 23 08:02:03 PDT 2009,NO_QUERY,SabzStepanis,no sports for me next year  gotta look for something outside of school...,0,0
0,2006075172,Tue Jun 02 10:37:06 PDT 2009,NO_QUERY,Yaquesita,Reading: &quot;Swine Flu e-learning course created by Devon County Council :: PublicTechnology.net  http://tinyurl.com/ogeqv5 ),0,0
0,2300003830,Tue Jun 23 13:36:48 PDT 2009,NO_QUERY,Mersh,@gigglesalot It's OK. Tomorrow is going to be the worst day ever for me. My GF is now leaving for Vegas...for good. ,0,0
4,2053191636,Sat Jun 06 03:38:00 PDT 2009,NO_QUERY,KevinDoyle,@hoshin its all fancy and printed on real paper and shit - I expected it to be written in crayon on the back of a cereal box ,4,1
4,1977762148,Sat May 30 21:39:13 PDT 2009,NO_QUERY,mayax01,"I think im gonna watch the night @ the museum 2 tomorrow with maybe s, fam,or both ",4,1
4,1969784418,Sat May 30 01:12:55 PDT 2009,NO_QUERY,LGD_X,im backk from vacation. ahhh ive missed you england ,4,1
0,1794161533,Thu May 14 05:07:20 PDT 2009,NO_QUERY,dmariev,I want to go to the airport to see AT cause I won't see him for 2 years unless I visit Tanzania. Which I may need to start saving up for ,0,0
0,2180992719,Mon Jun 15 11:13:11 PDT 2009,NO_QUERY,EricaLeigh777,"@JavaMamaBuzz I'm ok, just bad allergies, stress and I never got to get that foot checked out. Still hurts I know I broke it ",0,0
4,1996858711,Mon Jun 01 15:49:11 PDT 2009,NO_QUERY,BMFarrell,Got laughed at by a giant black man in the workout room because I was jamming out to GAC! ,4,1
4,1980772613,Sun May 31 07:38:08 PDT 2009,NO_QUERY,sivinkit,@redsheep it's funny how I have resisted the temptation to put my sermons online   @mikefoong @TheBackpackr,4,1
0,2191088171,Tue Jun 16 04:29:36 PDT 2009,NO_QUERY,insajd,@filatoff I assume that something is imaginary  But friends insist on idea that these stories are real ,0,0
0,1996746866,Mon Jun 01 15:37:06 PDT 2009,NO_QUERY,lindseyj_08,@STARQH im not gonna be able to come ,0,0
0,2250408416,Sat Jun 20 00:27:17 PDT 2009,NO_QUERY,CarolinaWorld,@SummerBailey damnn  who wants to smoke?,0,0
4,2067899581,Sun Jun 07 13:09:07 PDT 2009,NO_QUERY,Carmita_Guerra,@MikkaDinah And proud of it! ,4,1
4,2054796499,Sat Jun 06 08:06:04 PDT 2009,NO_QUERY,nicole_r,"@mileycyrus Haha, that's so cute. ",4,1
4,2000937489,Mon Jun 01 23:22:21 PDT 2009,NO_QUERY,19SummerBaby93,Had a good time watching a movie with my brother. I am feeling inspired. I might write something. ,4,1
0,2193024045,Tue Jun 16 07:53:28 PDT 2009,NO_QUERY,Francesca_LG,"Exagerate with cheesecake and pizza, no dinner tonight ",0,0
0,2198094054,Tue Jun 16 15:35:46 PDT 2009,NO_QUERY,VictoriaaFM,I need You ,0,0
0,1984639738,Sun May 31 15:30:28 PDT 2009,NO_QUERY,nicholeeexo,i hate not having wifiiiiiiiiiiiiiiiiiiiiiiiiiiii ,0,0
0,1988886807,Sun May 31 23:40:14 PDT 2009,NO_QUERY,Smoph,@ScottRhodie Boo...   I feel your pain.,0,0
4,2052981298,Sat Jun 06 02:47:53 PDT 2009,NO_QUERY,basslady,"@natalie_shaw No, a dolphin on my ASS ",4,1
4,1574126822,Tue Apr 21 04:21:12 PDT 2009,NO_QUERY,Jim_Peggy_Hobbs,@workingmoms A Great Day to get organized ,4,1
4,1978493131,Sat May 30 23:31:45 PDT 2009,NO_QUERY,laurenmontonen,Gwen Stefani's kids are addorable!!! They where there and watching from the side  There mom is fucking amazing.,4,1
4,1695962920,Mon May 04 07:19:33 PDT 2009,NO_QUERY,CarlT,@TerrieSoberg hey that is pretty good sucking up - my daughter is exactly the same - glad to see I am not alone   Good luck mom ,4,1
0,2175054878,Sun Jun 14 23:58:37 PDT 2009,NO_QUERY,thePuck,I am soooo sick of my hair  Why do I get this urge? Grow it for 2-3 yrs then feel compelled to shave it. http://ff.im/-3Zk3I,0,0
4,2063151186,Sun Jun 07 01:33:25 PDT 2009,NO_QUERY,enhydra,"@shperk �? вот нифига, е�?ть «тви», оно ещё короче и лучше подходит  К�?тати, англий�?кий вариант «twit» тоже имеет некоторое ра�?про�?транение.",4,1
0,2182802047,Mon Jun 15 13:39:19 PDT 2009,NO_QUERY,dustigarcia,@internacionalj u headin back to cali? I'm headin to your motherland...as soon as I can get off this runway. ,0,0
0,2286620996,Mon Jun 22 16:41:46 PDT 2009,NO_QUERY,JessicaJonesNYC,@DamienFahey Did you see the interview with Frangela about the horrors of the jungle? Lol I feel bad for them   http://tinyurl.com/m8xhwb,0,0
0,2217199681,Wed Jun 17 20:31:52 PDT 2009,NO_QUERY,daLoved1,ok so apparently my logos didn't make the cut.   no email for me.  I will be posting them in the next few tweets to share.,0,0
0,2013495474,Tue Jun 02 22:49:02 PDT 2009,NO_QUERY,weetzien,My cat scratched me in the arm  http://tinyurl.com/qhrrgr,0,0
0,1974081148,Sat May 30 12:24:11 PDT 2009,NO_QUERY,candireign,@Rhispect good afternoon! I guess the peer pressure wasn't enough yesterday  I never was a good bully LOL.,0,0
0,2049422993,Fri Jun 05 16:51:16 PDT 2009,NO_QUERY,vwesson,@trent_reznor it's been like that since ye olde listserv days ,0,0
4,2183427165,Mon Jun 15 14:29:29 PDT 2009,NO_QUERY,rach_at_code,@Savannita It is funny....I just get a little overexcited sometimes  as long as you never expect a reply it's all good ;),4,1
4,1685388808,Sun May 03 00:10:38 PDT 2009,NO_QUERY,rafeon,@jackie13 lol Filipino pride in da house! I think the only boxing I'll do is beatboxing. 2 bad I can't tweet it. Hope da lumps were good. ,4,1
4,1834906077,Mon May 18 04:34:30 PDT 2009,NO_QUERY,bevwoosley,first day of work today.  ,4,1
0,2062827180,Sun Jun 07 00:25:59 PDT 2009,NO_QUERY,amanbearpig,@egrunow will ruined it  there is now a PC in the room. ewwwww.,0,0
0,1963045784,Fri May 29 12:07:11 PDT 2009,NO_QUERY,lollipopandgum,its raining hard :| ,0,0
0,2194967224,Tue Jun 16 10:30:02 PDT 2009,NO_QUERY,prinxessliah,feeling so sad..miserable...i dun want to b alone..i wanna go hm...mum......... ,0,0
4,1976558291,Sat May 30 18:26:19 PDT 2009,NO_QUERY,Ashley_Bowman,With some good friends ,4,1
0,2252504813,Sat Jun 20 06:24:51 PDT 2009,NO_QUERY,miss_revolution,has blisters on her feet from walking 5 miles in flip flops  wants to swim desperately.,0,0
0,2198323079,Tue Jun 16 15:55:05 PDT 2009,NO_QUERY,kimdurant,i hate essays! world history sucks ,0,0
0,1975042866,Sat May 30 14:19:39 PDT 2009,NO_QUERY,lytrice05,I'm watching my Husband getting ready to go to his friend's wedding  I wanted to go but no babysitter ;(,0,0
0,1792426390,Wed May 13 23:06:06 PDT 2009,NO_QUERY,jennyely,has to do Chicano art homework ,0,0
4,2004534135,Tue Jun 02 08:21:01 PDT 2009,NO_QUERY,bigbrightbulb,@etherjammer Transition...our favorite  So glad it got there. Buckets of blessings to you!,4,1
4,1989892080,Mon Jun 01 03:10:25 PDT 2009,NO_QUERY,SmileyRose,Q: Why did the monster eat a light bulb? A: Because he was in need of a light snack. ,4,1
4,2013082676,Tue Jun 02 21:52:58 PDT 2009,NO_QUERY,WifeyHeather,@TheSims3 can't stop playing. I love it!!!!!! Ty ,4,1
0,2008169718,Tue Jun 02 13:43:34 PDT 2009,NO_QUERY,Caroline_S,"@tokaino sorry  my tweet didn't give the details just a link to my site, so guessed I hadn't been clear enough (which is often the case!)",0,0
0,2216886134,Wed Jun 17 20:06:05 PDT 2009,NO_QUERY,SuperKitty,@enterbelladonna That is ridiculous - I'm sorry the guy didn't have the decency to respect that you were on mommy time. ,0,0
4,2185846061,Mon Jun 15 17:59:34 PDT 2009,NO_QUERY,Wiiliam,"@PatrickBiggs You have an kick-ass job, my friend. ",4,1
4,2018374311,Wed Jun 03 09:52:05 PDT 2009,NO_QUERY,bijunea,New on Etsy: Butterfly necklace  http://bit.ly/16OFUB,4,1
0,1835295631,Mon May 18 05:39:11 PDT 2009,NO_QUERY,littleziggy,@blackHeart21Red raining here   have a good  day,0,0
4,2064057453,Sun Jun 07 05:04:45 PDT 2009,NO_QUERY,justlikehazelll,@BadBoyOfOpera Come to the Phil. I'm sure to buy tickets of your show ,4,1
0,2001588993,Tue Jun 02 01:23:18 PDT 2009,NO_QUERY,mikl,"@robertDouglass as long as we still support MyISAM, no  #MySQL #fail.",0,0
0,1964970085,Fri May 29 15:06:41 PDT 2009,NO_QUERY,ChristianLondon,Ahhhhh processing shipment  sooooooo much!!!!!,0,0
0,1558414488,Sun Apr 19 08:18:06 PDT 2009,NO_QUERY,BiggiERaines,was told again i have no patience  patience does not equal efficiency so hurry up..i need a MIMOSA!!!,0,0
0,1881233369,Fri May 22 04:02:20 PDT 2009,NO_QUERY,Brandy1956,MEMORIAL WEEKEND IS HERE!!!!!!!! After 5pm today ,0,0
4,1999319904,Mon Jun 01 20:00:55 PDT 2009,NO_QUERY,trevorgoyette,at cass's apartment ,4,1
0,1564115803,Mon Apr 20 01:51:18 PDT 2009,NO_QUERY,PoetikPoeta,@sdm4real  yeah I know..lol.. oh no I'm hungry  ,0,0
0,2058104729,Sat Jun 06 14:16:28 PDT 2009,NO_QUERY,J_ackie, whatever jess you miss me if not thats sad cause i miss you..,0,0
4,1880157207,Fri May 22 00:16:54 PDT 2009,NO_QUERY,xtelleclassique,Iguanas was great tonight ,4,1
0,2185983160,Mon Jun 15 18:11:19 PDT 2009,NO_QUERY,BeaucoupKevin,@comicgrrrl Only for the first couple of days if I do (and I most likely will).  I can't stand that place from Friday on. ,0,0
4,1956357236,Thu May 28 21:42:22 PDT 2009,NO_QUERY,letgotoosoon,@dougiemcfly COME TO ROOM 1119! we just wanna give you some gifts  or go too the bar! Neil couldnt' give the gifts...,4,1
0,2235002609,Fri Jun 19 00:12:31 PDT 2009,NO_QUERY,jeamontilla,my phone can't access to the mobile web for now  awww...,0,0
0,2217054333,Wed Jun 17 20:19:45 PDT 2009,NO_QUERY,jayceelovesyou,@kendragomes truth hurts .. i know ,0,0
0,1981857615,Sun May 31 10:02:03 PDT 2009,NO_QUERY,tchibesakunda,my hubby is taking his time to cook n´shima!! i really wanna eat...not even FB is distracting my stomach enough to ignore the hunger ,0,0
0,2198903584,Tue Jun 16 16:44:16 PDT 2009,NO_QUERY,idafornian,"Child awake, no more fun on the computer ",0,0
0,1993655643,Mon Jun 01 10:43:31 PDT 2009,NO_QUERY,taki_san,Apparently Paul McCartney and Ringo are at E3 right now promoting the Beatles Rock Band edition.  NOW I wish I went.  ,0,0
0,2258686557,Sat Jun 20 16:19:53 PDT 2009,NO_QUERY,lilbeechgirl,looking at pics of the house they wanna get in texas and i'm missing texas more and more ,0,0
4,1834296400,Mon May 18 02:23:19 PDT 2009,NO_QUERY,loevet,"@mellowslide Haha  My username is loevet, what's yours?",4,1
0,2221774941,Thu Jun 18 05:59:06 PDT 2009,NO_QUERY,StoatWithToast,My Vista has lost its Aero!! I can't find it to give it back ,0,0
0,2322253849,Wed Jun 24 22:18:03 PDT 2009,NO_QUERY,zomwalruss,WTF I miss my beard ,0,0
0,2249425246,Fri Jun 19 22:18:20 PDT 2009,NO_QUERY,LinzLou928,I am very annoyed and disenchanted with the whole male sex right now. Someone please come along and restore my faith in them. ,0,0
4,1996336999,Mon Jun 01 14:55:02 PDT 2009,NO_QUERY,PatyMenuto,"@isabelafreitas  Finee! Yes Isa, we are in Venezuela ",4,1
4,1573047471,Mon Apr 20 23:30:51 PDT 2009,NO_QUERY,benharkin,@JohnBirmingham Ah awesome. Thanks! ,4,1
4,2013443984,Tue Jun 02 22:41:24 PDT 2009,NO_QUERY,EddieWo,Bowling again ,4,1
4,1555761249,Sat Apr 18 20:37:09 PDT 2009,NO_QUERY,starweaver,"@tracy1314 then the question is, how do you go about finding people who can help you do that? ",4,1
4,1552002337,Sat Apr 18 10:31:51 PDT 2009,NO_QUERY,alexie_bee,"@Fearnecotton im quite jelous, eclairs are my fave  haha. can you follow me please so i can send you a message? i have something to ask xx",4,1
4,2051943935,Fri Jun 05 23:12:51 PDT 2009,NO_QUERY,JenLefler,@batgirl76 you better e-mail me details!! ,4,1
4,1989480274,Mon Jun 01 01:41:57 PDT 2009,NO_QUERY,SayaSaras,@YaniiPutrii thanks for following ,4,1
0,2061582643,Sat Jun 06 21:10:17 PDT 2009,NO_QUERY,gracieh89,I hate my phone ,0,0
0,1676868243,Fri May 01 23:30:35 PDT 2009,NO_QUERY,turtlchick,Super exhausted ,0,0
4,2050188979,Fri Jun 05 18:13:33 PDT 2009,NO_QUERY,E11eBee,"@NickyTvf yeah, you gotta give back ",4,1
4,1969005206,Fri May 29 22:46:26 PDT 2009,NO_QUERY,nic_mclean,@DeeWoodz  u was all over pg huh?  i hope u had a marvelous time. ,4,1
4,2018481555,Wed Jun 03 10:02:00 PDT 2009,NO_QUERY,JezebelMann,Only 2 more days! ,4,1
0,1993406519,Mon Jun 01 10:19:34 PDT 2009,NO_QUERY,JadenMarieJ,@Potbelly the new zapp's chips? Normally I like kettle chips but these are just awful. ,0,0
4,2002697302,Tue Jun 02 04:55:55 PDT 2009,NO_QUERY,StephRodas,Feeling quite motivated this morning. ,4,1
4,1977628016,Sat May 30 21:21:31 PDT 2009,NO_QUERY,camcl,@michelleb13 heey you ahora sii ,4,1
4,2014591128,Wed Jun 03 02:02:19 PDT 2009,NO_QUERY,DJNike,"@JasonBradbury I think their a bit bulky, cant wait for apple to get their act together and release a A5 'iPod' style notebook ",4,1
4,2189538743,Tue Jun 16 00:16:24 PDT 2009,NO_QUERY,lifeontheedges,@yenra Nothing like father-son quality time... I'm glad to hear you guys had a good time. ,4,1
0,1983717983,Sun May 31 13:41:55 PDT 2009,NO_QUERY,melissakania,"Why I am so cold right now?!? Ugh, I just can't seem to get warm ",0,0
4,2067982335,Sun Jun 07 13:17:36 PDT 2009,NO_QUERY,VickyMinor,Hopefully Kerrang will play Elliot Minor - Solaris tonight &lt;3 ,4,1
4,1691900660,Sun May 03 18:51:08 PDT 2009,NO_QUERY,lala_lovee_you,@BTSofficial i voted for you guys  hope you come to warpeddd,4,1
4,1753518024,Sun May 10 02:02:27 PDT 2009,NO_QUERY,phosy,"@KevJaffray you too!  Cloudy day here in Madrid, typical Spring day",4,1
4,1978684323,Sun May 31 00:07:38 PDT 2009,NO_QUERY,Sidragon1,"No computers today, just the garden.....makes a nice change to be getting muddy for the sake of planting and weeding..roll on summer ",4,1
0,2183678027,Mon Jun 15 14:50:09 PDT 2009,NO_QUERY,mimiluv09,@GameShifta they took the damn thing down ,0,0
4,2051375065,Fri Jun 05 21:50:41 PDT 2009,NO_QUERY,misslocalceleb,I'm back and we are back how you like them apples ,4,1
0,2246232674,Fri Jun 19 17:17:19 PDT 2009,NO_QUERY,twit1999,wow any deaths dude? ,0,0
4,1998571941,Mon Jun 01 18:46:19 PDT 2009,NO_QUERY,mwhen,@maxdmyers @jtatti i knew you guys would appreciate that. lol. ,4,1
4,1957170461,Thu May 28 23:43:00 PDT 2009,NO_QUERY,CabreraNina,"What you up to, guys? ",4,1
4,2065217435,Sun Jun 07 08:08:37 PDT 2009,NO_QUERY,alanagwinner,Haha Brodie has tummy time with his kitty Sasquatch  http://twitpic.com/6txo7,4,1
4,2017440163,Wed Jun 03 08:23:40 PDT 2009,NO_QUERY,kat504,Just woke up. Had amazingly vivid dreams last night ,4,1
4,1969302066,Fri May 29 23:36:45 PDT 2009,NO_QUERY,aquenazim,"hello my dears...  i'm back from a cheese &amp; tequila induced catnap.  about 2 watch leno's last episode.  i know, i live the fast life.   ",4,1
0,2265050067,Sun Jun 21 05:39:34 PDT 2009,NO_QUERY,nwoolhouseuk,"@TiernanDouieb I agree about Rotherham, so please remember I am not from Rotherham, I just live there now. ",0,0
4,2062350949,Sat Jun 06 22:59:33 PDT 2009,NO_QUERY,omgitsafox,@puglovinblonde Here's the link to the thunderstorm audio file! http://dl.getdropbox.com/u/994021/Rainfall.mp3 ,4,1
0,2286849223,Mon Jun 22 17:00:37 PDT 2009,NO_QUERY,magickalrealism,Darned netflix shoulda been here by now. ,0,0
4,1834438725,Mon May 18 02:56:20 PDT 2009,NO_QUERY,flyingjenny,"@janineshepherd Me too, except I don't thank them. I guess I still need to work on that ",4,1
4,2180101232,Mon Jun 15 10:00:45 PDT 2009,NO_QUERY,Paiserz,"11 hrs till Lines, Vines, and Trying Times ",4,1
4,1999745911,Mon Jun 01 20:44:52 PDT 2009,NO_QUERY,jordangerous,"@mgallina I'm not really sure, hence my confoundment. The possibilities are endless, I suppose ",4,1
4,1826176623,Sun May 17 07:52:34 PDT 2009,NO_QUERY,BalderKongen,"@hthrb2 Yeah, I'm kinda sick of it now actually... He's not a very good singer, but he can really play the violin! New point record too ",4,1
0,1835519284,Mon May 18 06:10:33 PDT 2009,NO_QUERY,stephcamp725,forgot that it was free dress day at the kids school today until I dropped them off.they are in hate with me for sending them in uniform ,0,0
4,1976440408,Sat May 30 17:20:10 PDT 2009,NO_QUERY,brinshannara,"@devlinof9 I am living proof that we can love #BAM and #Otalia at the same time. For now, FOR NOW, BAM is in the past and Otalia is NOW! ",4,1
4,2065782795,Sun Jun 07 09:16:49 PDT 2009,NO_QUERY,Bosslady82504,@doubleedoublee Ur still cute sweetheart! Don't do that. SWAG BACK ON! ,4,1
4,2191047358,Tue Jun 16 04:23:39 PDT 2009,NO_QUERY,iran_change,"@Crupuscular I know, we really appreciate it!  Thank you @twitter",4,1
0,2191231531,Tue Jun 16 04:49:34 PDT 2009,NO_QUERY,jungminah,@Ayakachan haha.me too!..sadly.they stopped their schooling.i think sohee dropped? and sunye made a leave ofe abscence. ,0,0
0,2063628008,Sun Jun 07 03:26:12 PDT 2009,NO_QUERY,xXCPMaineFanXx,"@XxwhateverxX i kno rite i wish alex gaskarth and kennedy brock followed me  if they did, i would run around my house and hit a wall 0.0",0,0
0,2214753604,Wed Jun 17 17:11:10 PDT 2009,NO_QUERY,t0ol3z,I'm not getting txt updates! ,0,0
0,1957203878,Thu May 28 23:48:54 PDT 2009,NO_QUERY,singingchef85,  now aches &amp; chills have joined the party. Why couldn't the cold just go away? It had to get worse?,0,0
0,2033792852,Thu Jun 04 13:11:51 PDT 2009,NO_QUERY,marianaguidil,"@Dannymcfly hi danny! cause you never answer me?  duuude, i'm so sad! you've back soon to brazil! i miss you!  love you! xx",0,0
0,2054744245,Sat Jun 06 08:00:06 PDT 2009,NO_QUERY,ThatTobyGuy,Lookin' for a new mobile phone. I lost my old Sony Erricson on the bus back from college and need somthing which can play my music! ,0,0
4,1881394168,Fri May 22 04:32:04 PDT 2009,NO_QUERY,DAUGHTRY4EVA,@joeybarnes LOVE IT!     Enjoy (HOME and the beer).  ,4,1
0,1793587081,Thu May 14 03:15:45 PDT 2009,NO_QUERY,KellyMaree91,@Rebeckela id confront you... but i dont have a problem with you  sorry,0,0
0,2223839958,Thu Jun 18 08:46:31 PDT 2009,NO_QUERY,vjvalentine,Getting rained on at the pool ,0,0
0,2001590344,Tue Jun 02 01:23:36 PDT 2009,NO_QUERY,DropTheDagger,I thought it actually looked alright until my mum said I look like something out of the Adam's family -_- I dyed my skin too ,0,0
0,1881977654,Fri May 22 05:58:58 PDT 2009,NO_QUERY,kattillac321,I love it when my dog throws up in the car ,0,0
4,1880343320,Fri May 22 00:54:29 PDT 2009,NO_QUERY,dabobabo,probably I'll got insane abour blipprtweetdigg  and so on ,4,1
4,1992935249,Mon Jun 01 09:33:45 PDT 2009,NO_QUERY,sorcererjason,@thatpinkbow what did u spent on aunt? ,4,1
0,1999699573,Mon Jun 01 20:40:11 PDT 2009,NO_QUERY,tdewitt703,10 minutes in to NBC late night and I am missing Leno already ,0,0
0,2261461911,Sat Jun 20 20:49:43 PDT 2009,NO_QUERY,popprincess12,i got a stomach ache  didn go to skool today!!!,0,0
0,2235175470,Fri Jun 19 00:35:51 PDT 2009,NO_QUERY,karieelizabeth,Finally in bed! Only a couple hrs of sleep though ,0,0
0,2178790105,Mon Jun 15 08:12:29 PDT 2009,NO_QUERY,emilyapowell,4 chapters to read about Native Americans today before class at 2....it's not gonna happen. I hate summer school ,0,0
0,2011628768,Tue Jun 02 19:19:05 PDT 2009,NO_QUERY,LeetSkeet,"@LauraR_ Sorry, I went a bit too far, I'm sorry Laura ",0,0
0,1981454629,Sun May 31 09:11:17 PDT 2009,NO_QUERY,rawrxxmonster,sad  this day didnt start so well /: R.I.P Smokey D:,0,0
4,2057262592,Sat Jun 06 12:40:29 PDT 2009,NO_QUERY,fabybsb,"My boss bring my comp to the boxoffice, so maybe I can read u ",4,1
4,1981101262,Sun May 31 08:25:12 PDT 2009,NO_QUERY,LadiiVerity,@Choklate any chance you'll perform Reach For The Moon when u come to Boston? ,4,1
0,2199853445,Tue Jun 16 18:05:42 PDT 2009,NO_QUERY,briezybrillion,hanging with my pie. scotty just left.  had fun though...thanks for coming over scotty!!!!,0,0
4,1980421379,Sun May 31 06:41:42 PDT 2009,NO_QUERY,sh4rds,"@Samstertje http://twitpic.com/6aqrn - Oooh boy. Picture looks even better than I thought it would, haha ",4,1
0,2016137119,Wed Jun 03 06:14:14 PDT 2009,NO_QUERY,pokeylope,bored in science now that katie's graduated ,0,0
4,1972261673,Sat May 30 08:53:31 PDT 2009,NO_QUERY,paul_steele,"@FizzyDuck look great, my bald head is getting a good spot of shine on it today up here too ",4,1
4,1956481504,Thu May 28 21:58:32 PDT 2009,NO_QUERY,writesfortea,"now its my turn for bed, night Twitter-ers ",4,1
